State,District,Season,Soil_Type,Min_pH,Max_pH,Primary_Recommended_Crops,lookup_key
Karnataka,Bengaluru Urban,Zaid,Red Loamy Soil,6.0,7.2,"Urban Horticulture, Leafy Greens, Microgreens",karnataka|bengaluru urban|zaid|red loamy soil
Karnataka,Bidar,Kharif,Deep Black Cotton,6.5,8.2,"Soybean, Pigeon Pea (Tur), Black Gram, Green Gram, Sugarcane",karnataka|bidar|kharif|deep black cotton
Karnataka,Bidar,Kharif,Red Lateritic Soil,6.5,8.2,"Soybean, Pigeon Pea (Tur), Black Gram, Green Gram, Sugarcane",karnataka|bidar|kharif|red lateritic soil
Karnataka,Bidar,Rabi,Deep Black Cotton,6.5,8.2,"Chickpea, Rabi Sorghum, Wheat, Safflower",karnataka|bidar|rabi|deep black cotton
Karnataka,Bidar,Rabi,Red Lateritic Soil,6.5,8.2,"Chickpea, Rabi Sorghum, Wheat, Safflower",karnataka|bidar|rabi|red lateritic soil
Karnataka,Bidar,Zaid,Deep Black Cotton,6.5,8.2,"Summer Sesame, Groundnut, Vegetables",karnataka|bidar|zaid|deep black cotton
Karnataka,Bidar,Zaid,Red Lateritic Soil,6.5,8.2,"Summer Sesame, Groundnut, Vegetables",karnataka|bidar|zaid|red lateritic soil
Karnataka,Chamarajanagar,Kharif,Red Sandy Loam to Black Soil,6.0,7.8,"Finger Millet (Ragi), Maize, Banana, Turmeric, Groundnut",karnataka|chamarajanagar|kharif|red sandy loam to black soil
Karnataka,Chamarajanagar,Rabi,Red Sandy Loam to Black Soil,6.0,7.8,"Horse Gram, Chickpea, Sorghum, Sunflower",karnataka|chamarajanagar|rabi|red sandy loam to black soil
Karnataka,Chamarajanagar,Zaid,Red Sandy Loam to Black Soil,6.0,7.8,"Summer Vegetables, Watermelon, Pulses",karnataka|chamarajanagar|zaid|red sandy loam to black soil
Karnataka,Chikkaballapura,Kharif,Red Sandy Loam,5.8,7.2,"Finger Millet (Ragi), Maize, Groundnut, Tomato, Mulberry (Sericulture)",karnataka|chikkaballapura|kharif|red sandy loam
Karnataka,Chikkaballapura,Rabi,Red Sandy Loam,5.8,7.2,"Commercial Vegetables, Potato, Chickpea, Mustard",karnataka|chikkaballapura|rabi|red sandy loam
Karnataka,Chikkaballapura,Zaid,Red Sandy Loam,5.8,7.2,"Watermelon, Cucurbits, Summer Vegetables",karnataka|chikkaballapura|zaid|red sandy loam
Karnataka,Chikkamagaluru,Kharif,Acidic Red Hill / Lateritic Soil,4.8,6.2,"Coffee, Pepper, Arecanut, Paddy, Cardamom, Tea",karnataka|chikkamagaluru|kharif|acidic red hill / lateritic soil
Karnataka,Chikkamagaluru,Rabi,Acidic Red Hill / Lateritic Soil,4.8,6.2,"Pulses, Vegetables, Mustard",karnataka|chikkamagaluru|rabi|acidic red hill / lateritic soil
Karnataka,Chikkamagaluru,Zaid,Acidic Red Hill / Lateritic Soil,4.8,6.2,"Spices, Summer Vegetables, Fruits",karnataka|chikkamagaluru|zaid|acidic red hill / lateritic soil
Karnataka,Chitradurga,Kharif,Red Sandy Soil,6.5,8.0,"Groundnut, Maize, Finger Millet, Onion, Cotton, Pomegranate",karnataka|chitradurga|kharif|red sandy soil
Karnataka,Chitradurga,Kharif,Shallow Black Soil,6.5,8.0,"Groundnut, Maize, Finger Millet, Onion, Cotton, Pomegranate",karnataka|chitradurga|kharif|shallow black soil
Karnataka,Chitradurga,Rabi,Red Sandy Soil,6.5,8.0,"Chickpea, Rabi Sorghum, Sunflower, Mustard",karnataka|chitradurga|rabi|red sandy soil
Karnataka,Chitradurga,Rabi,Shallow Black Soil,6.5,8.0,"Chickpea, Rabi Sorghum, Sunflower, Mustard",karnataka|chitradurga|rabi|shallow black soil
Karnataka,Chitradurga,Zaid,Red Sandy Soil,6.5,8.0,"Summer Groundnut, Watermelon, Fodder Crops",karnataka|chitradurga|zaid|red sandy soil
Karnataka,Chitradurga,Zaid,Shallow Black Soil,6.5,8.0,"Summer Groundnut, Watermelon, Fodder Crops",karnataka|chitradurga|zaid|shallow black soil
Karnataka,Dakshina Kannada,Kharif,Coastal Alluvial,4.8,6.0,"Paddy, Coconut, Arecanut, Cashew, Rubber",karnataka|dakshina kannada|kharif|coastal alluvial
Karnataka,Dakshina Kannada,Kharif,Acidic Lateritic Red Soil,4.8,6.0,"Paddy, Coconut, Arecanut, Cashew, Rubber",karnataka|dakshina kannada|kharif|acidic lateritic red soil
Karnataka,Dakshina Kannada,Rabi,Coastal Alluvial,4.8,6.0,"Pulses (Black Gram, Cowpea), Vegetables",karnataka|dakshina kannada|rabi|coastal alluvial
Karnataka,Dakshina Kannada,Rabi,Acidic Lateritic Red Soil,4.8,6.0,"Pulses (Black Gram, Cowpea), Vegetables",karnataka|dakshina kannada|rabi|acidic lateritic red soil
Karnataka,Dakshina Kannada,Zaid,Coastal Alluvial,4.8,6.0,"Summer Paddy, Watermelon, Vegetables",karnataka|dakshina kannada|zaid|coastal alluvial
Karnataka,Dakshina Kannada,Zaid,Acidic Lateritic Red Soil,4.8,6.0,"Summer Paddy, Watermelon, Vegetables",karnataka|dakshina kannada|zaid|acidic lateritic red soil
Karnataka,Davanagere,Kharif,Medium Black Soil,6.5,8.0,"Paddy, Maize, Sugarcane, Cotton, Arecanut",karnataka|davanagere|kharif|medium black soil
Karnataka,Davanagere,Kharif,Red Sandy Loam,6.5,8.0,"Paddy, Maize, Sugarcane, Cotton, Arecanut",karnataka|davanagere|kharif|red sandy loam
Karnataka,Davanagere,Rabi,Medium Black Soil,6.5,8.0,"Chickpea, Rabi Sorghum, Sunflower",karnataka|davanagere|rabi|medium black soil
Karnataka,Davanagere,Rabi,Red Sandy Loam,6.5,8.0,"Chickpea, Rabi Sorghum, Sunflower",karnataka|davanagere|rabi|red sandy loam
Karnataka,Davanagere,Zaid,Medium Black Soil,6.5,8.0,"Summer Groundnut, Watermelon, Vegetables",karnataka|davanagere|zaid|medium black soil
Karnataka,Davanagere,Zaid,Red Sandy Loam,6.5,8.0,"Summer Groundnut, Watermelon, Vegetables",karnataka|davanagere|zaid|red sandy loam
Karnataka,Dharwad,Kharif,Deep Black Cotton Soil,6.8,8.2,"Soybean, Maize, Cotton, Groundnut, Green Gram",karnataka|dharwad|kharif|deep black cotton soil
Karnataka,Dharwad,Kharif,Medium Red Loam,6.8,8.2,"Soybean, Maize, Cotton, Groundnut, Green Gram",karnataka|dharwad|kharif|medium red loam
Karnataka,Dharwad,Rabi,Deep Black Cotton Soil,6.8,8.2,"Chickpea, Wheat, Rabi Sorghum, Safflower",karnataka|dharwad|rabi|deep black cotton soil
Karnataka,Dharwad,Rabi,Medium Red Loam,6.8,8.2,"Chickpea, Wheat, Rabi Sorghum, Safflower",karnataka|dharwad|rabi|medium red loam
Karnataka,Dharwad,Zaid,Deep Black Cotton Soil,6.8,8.2,"Summer Groundnut, Vegetables, Fodder",karnataka|dharwad|zaid|deep black cotton soil
Karnataka,Dharwad,Zaid,Medium Red Loam,6.8,8.2,"Summer Groundnut, Vegetables, Fodder",karnataka|dharwad|zaid|medium red loam
Karnataka,Gadag,Kharif,Deep Black Cotton Soil,7.2,8.5,"Cotton, Groundnut, Maize, Maize, Chili, Green Gram",karnataka|gadag|kharif|deep black cotton soil
Karnataka,Gadag,Rabi,Deep Black Cotton Soil,7.2,8.5,"Rabi Sorghum, Chickpea, Sunflower, Wheat, Safflower",karnataka|gadag|rabi|deep black cotton soil
Karnataka,Gadag,Zaid,Deep Black Cotton Soil,7.2,8.5,"Summer Groundnut, Sesame, Vegetables",karnataka|gadag|zaid|deep black cotton soil
Karnataka,Hassan,Kharif,Red Sandy Loam,5.2,6.8,"Coffee, Potato, Paddy, Maize, Finger Millet, Pepper",karnataka|hassan|kharif|red sandy loam
Karnataka,Hassan,Kharif,Acidic Lateritic Soil,5.2,6.8,"Coffee, Potato, Paddy, Maize, Finger Millet, Pepper",karnataka|hassan|kharif|acidic lateritic soil
Karnataka,Hassan,Rabi,Red Sandy Loam,5.2,6.8,"Horse Gram, Chickpea, Commercial Vegetables",karnataka|hassan|rabi|red sandy loam
Karnataka,Hassan,Rabi,Acidic Lateritic Soil,5.2,6.8,"Horse Gram, Chickpea, Commercial Vegetables",karnataka|hassan|rabi|acidic lateritic soil
Karnataka,Hassan,Zaid,Red Sandy Loam,5.2,6.8,"Summer Vegetables, Cucurbits, Fodder",karnataka|hassan|zaid|red sandy loam
Karnataka,Hassan,Zaid,Acidic Lateritic Soil,5.2,6.8,"Summer Vegetables, Cucurbits, Fodder",karnataka|hassan|zaid|acidic lateritic soil
Karnataka,Haveri,Kharif,Medium Black,6.5,8.0,"Maize, Cotton, Byadgi Chili, Groundnut, Soybean",karnataka|haveri|kharif|medium black
Karnataka,Haveri,Kharif,Red Loamy Soil,6.5,8.0,"Maize, Cotton, Byadgi Chili, Groundnut, Soybean",karnataka|haveri|kharif|red loamy soil
Karnataka,Haveri,Rabi,Medium Black,6.5,8.0,"Chickpea, Wheat, Rabi Sorghum, Sunflower",karnataka|haveri|rabi|medium black
Karnataka,Haveri,Rabi,Red Loamy Soil,6.5,8.0,"Chickpea, Wheat, Rabi Sorghum, Sunflower",karnataka|haveri|rabi|red loamy soil
Karnataka,Haveri,Zaid,Medium Black,6.5,8.0,"Summer Groundnut, Watermelon, Vegetables",karnataka|haveri|zaid|medium black
Karnataka,Haveri,Zaid,Red Loamy Soil,6.5,8.0,"Summer Groundnut, Watermelon, Vegetables",karnataka|haveri|zaid|red loamy soil
Karnataka,Kalaburagi,Kharif,Deep Black Cotton Soil (Tur Bowl),7.2,8.6,"Pigeon Pea (Tur), Green Gram, Black Gram, Sesame, Pearl Millet",karnataka|kalaburagi|kharif|deep black cotton soil (tur bowl)
Karnataka,Kalaburagi,Rabi,Deep Black Cotton Soil (Tur Bowl),7.2,8.6,"Chickpea, Rabi Sorghum, Sunflower, Wheat",karnataka|kalaburagi|rabi|deep black cotton soil (tur bowl)
Karnataka,Kalaburagi,Zaid,Deep Black Cotton Soil (Tur Bowl),7.2,8.6,"Summer Sesame, Groundnut, Fodder Crops",karnataka|kalaburagi|zaid|deep black cotton soil (tur bowl)
Karnataka,Kodagu,Kharif,Acidic Hill Soil / Organic Red Laterite,4.5,5.8,"Coffee, Black Pepper, Paddy, Cardamom, Mandarin Orange",karnataka|kodagu|kharif|acidic hill soil / organic red laterite
Karnataka,Kodagu,Rabi,Acidic Hill Soil / Organic Red Laterite,4.5,5.8,"Off-season Vegetables, Pulses",karnataka|kodagu|rabi|acidic hill soil / organic red laterite
Karnataka,Kodagu,Zaid,Acidic Hill Soil / Organic Red Laterite,4.5,5.8,"Horticulture Crops, Spices, Vegetables",karnataka|kodagu|zaid|acidic hill soil / organic red laterite
Karnataka,Kolar,Kharif,Red Sandy Loam,5.8,7.2,"Finger Millet (Ragi), Groundnut, Maize, Tomato, Mulberry",karnataka|kolar|kharif|red sandy loam
Karnataka,Kolar,Rabi,Red Sandy Loam,5.8,7.2,"Potato, Vegetables, Chickpea, Mustard",karnataka|kolar|rabi|red sandy loam
Karnataka,Kolar,Zaid,Red Sandy Loam,5.8,7.2,"Watermelon, Summer Vegetables, Floriculture",karnataka|kolar|zaid|red sandy loam
Karnataka,Koppal,Kharif,Medium Black Soil,6.8,8.2,"Paddy, Maize, Pearl Millet, Sunflower, Pomegranate",karnataka|koppal|kharif|medium black soil
Karnataka,Koppal,Kharif,Red Sandy Soil,6.8,8.2,"Paddy, Maize, Pearl Millet, Sunflower, Pomegranate",karnataka|koppal|kharif|red sandy soil
Karnataka,Koppal,Rabi,Medium Black Soil,6.8,8.2,"Rabi Sorghum, Chickpea, Wheat, Sunflower",karnataka|koppal|rabi|medium black soil
Karnataka,Koppal,Rabi,Red Sandy Soil,6.8,8.2,"Rabi Sorghum, Chickpea, Wheat, Sunflower",karnataka|koppal|rabi|red sandy soil
Karnataka,Koppal,Zaid,Medium Black Soil,6.8,8.2,"Summer Groundnut, Watermelon, Vegetables",karnataka|koppal|zaid|medium black soil
Karnataka,Koppal,Zaid,Red Sandy Soil,6.8,8.2,"Summer Groundnut, Watermelon, Vegetables",karnataka|koppal|zaid|red sandy soil
Karnataka,Mandya,Kharif,Red Loamy Alluvial Soil (Cauvery Basin),6.0,7.5,"Sugarcane, Paddy, Finger Millet (Ragi), Maize",karnataka|mandya|kharif|red loamy alluvial soil (cauvery basin)
Karnataka,Mandya,Rabi,Red Loamy Alluvial Soil (Cauvery Basin),6.0,7.5,"Pulse Crops, Cowpea, Vegetables, Rice (Summer Paddy)",karnataka|mandya|rabi|red loamy alluvial soil (cauvery basin)
Karnataka,Mandya,Zaid,Red Loamy Alluvial Soil (Cauvery Basin),6.0,7.5,"Summer Groundnut, Vegetables, Fodder",karnataka|mandya|zaid|red loamy alluvial soil (cauvery basin)
Karnataka,Mysuru,Kharif,Red Sandy Loam to Medium Black Soil,6.0,7.5,"Sugarcane, Tobacco, Paddy, Finger Millet, Cotton, Banana",karnataka|mysuru|kharif|red sandy loam to medium black soil
Karnataka,Mysuru,Rabi,Red Sandy Loam to Medium Black Soil,6.0,7.5,"Horse Gram, Chickpea, Cowpea, Sunflower",karnataka|mysuru|rabi|red sandy loam to medium black soil
Karnataka,Mysuru,Zaid,Red Sandy Loam to Medium Black Soil,6.0,7.5,"Summer Vegetables, Watermelon, Pulses",karnataka|mysuru|zaid|red sandy loam to medium black soil
Karnataka,Raichur,Kharif,Deep Black Cotton Soil,7.2,8.5,"Cotton, Paddy, Groundnut, Pigeon Pea, Pearl Millet",karnataka|raichur|kharif|deep black cotton soil
Karnataka,Raichur,Kharif,Red Sandy Soil,7.2,8.5,"Cotton, Paddy, Groundnut, Pigeon Pea, Pearl Millet",karnataka|raichur|kharif|red sandy soil
Karnataka,Raichur,Rabi,Deep Black Cotton Soil,7.2,8.5,"Rabi Sorghum, Chickpea, Sunflower, Wheat",karnataka|raichur|rabi|deep black cotton soil
Karnataka,Raichur,Rabi,Red Sandy Soil,7.2,8.5,"Rabi Sorghum, Chickpea, Sunflower, Wheat",karnataka|raichur|rabi|red sandy soil
Karnataka,Raichur,Zaid,Deep Black Cotton Soil,7.2,8.5,"Summer Groundnut, Watermelon, Fodder Crops",karnataka|raichur|zaid|deep black cotton soil
Karnataka,Raichur,Zaid,Red Sandy Soil,7.2,8.5,"Summer Groundnut, Watermelon, Fodder Crops",karnataka|raichur|zaid|red sandy soil
Karnataka,Ramanagara,Kharif,Red Sandy Loam,5.8,7.0,"Finger Millet (Ragi), Mulberry, Mango, Groundnut, Pigeon Pea",karnataka|ramanagara|kharif|red sandy loam
Karnataka,Ramanagara,Rabi,Red Sandy Loam,5.8,7.0,"Horse Gram, Cowpea, Vegetables",karnataka|ramanagara|rabi|red sandy loam
Karnataka,Ramanagara,Zaid,Red Sandy Loam,5.8,7.0,"Summer Vegetables, Watermelon, Cucumber",karnataka|ramanagara|zaid|red sandy loam
Karnataka,Shivamogga,Kharif,Acidic Lateritic,5.2,6.5,"Paddy, Arecanut, Maize, Sugarcane, Ginger",karnataka|shivamogga|kharif|acidic lateritic
Karnataka,Shivamogga,Kharif,Red Loamy Soil,5.2,6.5,"Paddy, Arecanut, Maize, Sugarcane, Ginger",karnataka|shivamogga|kharif|red loamy soil
Karnataka,Shivamogga,Rabi,Acidic Lateritic,5.2,6.5,"Pulses, Vegetables, Black Gram",karnataka|shivamogga|rabi|acidic lateritic
Karnataka,Shivamogga,Rabi,Red Loamy Soil,5.2,6.5,"Pulses, Vegetables, Black Gram",karnataka|shivamogga|rabi|red loamy soil
Karnataka,Shivamogga,Zaid,Acidic Lateritic,5.2,6.5,"Summer Groundnut, Cucurbits, Vegetables",karnataka|shivamogga|zaid|acidic lateritic
Karnataka,Shivamogga,Zaid,Red Loamy Soil,5.2,6.5,"Summer Groundnut, Cucurbits, Vegetables",karnataka|shivamogga|zaid|red loamy soil
Karnataka,Tumakuru,Kharif,Red Sandy Soil,6.0,7.5,"Coconut, Groundnut, Finger Millet (Ragi), Arecanut, Maize",karnataka|tumakuru|kharif|red sandy soil
Karnataka,Tumakuru,Kharif,Shallow Black Soil,6.0,7.5,"Coconut, Groundnut, Finger Millet (Ragi), Arecanut, Maize",karnataka|tumakuru|kharif|shallow black soil
Karnataka,Tumakuru,Rabi,Red Sandy Soil,6.0,7.5,"Chickpea, Horse Gram, Mustard, Vegetables",karnataka|tumakuru|rabi|red sandy soil
Karnataka,Tumakuru,Rabi,Shallow Black Soil,6.0,7.5,"Chickpea, Horse Gram, Mustard, Vegetables",karnataka|tumakuru|rabi|shallow black soil
Karnataka,Tumakuru,Zaid,Red Sandy Soil,6.0,7.5,"Summer Groundnut, Watermelon, Vegetables",karnataka|tumakuru|zaid|red sandy soil
Karnataka,Tumakuru,Zaid,Shallow Black Soil,6.0,7.5,"Summer Groundnut, Watermelon, Vegetables",karnataka|tumakuru|zaid|shallow black soil
Karnataka,Udupi,Kharif,Coastal Acidic Alluvial,4.8,6.0,"Paddy, Coconut, Arecanut, Cashew, Black Pepper",karnataka|udupi|kharif|coastal acidic alluvial
Karnataka,Udupi,Kharif,Laterite,4.8,6.0,"Paddy, Coconut, Arecanut, Cashew, Black Pepper",karnataka|udupi|kharif|laterite
Karnataka,Udupi,Rabi,Coastal Acidic Alluvial,4.8,6.0,"Black Gram, Groundnut, Cowpea, Vegetables",karnataka|udupi|rabi|coastal acidic alluvial
Karnataka,Udupi,Rabi,Laterite,4.8,6.0,"Black Gram, Groundnut, Cowpea, Vegetables",karnataka|udupi|rabi|laterite
Karnataka,Udupi,Zaid,Coastal Acidic Alluvial,4.8,6.0,"Summer Paddy, Watermelon, Vegetables",karnataka|udupi|zaid|coastal acidic alluvial
Karnataka,Udupi,Zaid,Laterite,4.8,6.0,"Summer Paddy, Watermelon, Vegetables",karnataka|udupi|zaid|laterite
Karnataka,Uttara Kannada,Kharif,Coastal Alluvial,5.0,6.2,"Paddy, Arecanut, Spices, Coconut, Cashew",karnataka|uttara kannada|kharif|coastal alluvial
Karnataka,Uttara Kannada,Kharif,Forest Hill Soil,5.0,6.2,"Paddy, Arecanut, Spices, Coconut, Cashew",karnataka|uttara kannada|kharif|forest hill soil
Karnataka,Uttara Kannada,Rabi,Coastal Alluvial,5.0,6.2,"Pulses, Groundnut, Vegetables",karnataka|uttara kannada|rabi|coastal alluvial
Karnataka,Uttara Kannada,Rabi,Forest Hill Soil,5.0,6.2,"Pulses, Groundnut, Vegetables",karnataka|uttara kannada|rabi|forest hill soil
Karnataka,Uttara Kannada,Zaid,Coastal Alluvial,5.0,6.2,"Watermelon, Summer Paddy, Vegetables",karnataka|uttara kannada|zaid|coastal alluvial
Karnataka,Uttara Kannada,Zaid,Forest Hill Soil,5.0,6.2,"Watermelon, Summer Paddy, Vegetables",karnataka|uttara kannada|zaid|forest hill soil
Karnataka,Vijayanagara,Kharif,Red Sandy,6.8,8.2,"Paddy, Maize, Cotton, Groundnut, Sugarcane, Fig",karnataka|vijayanagara|kharif|red sandy
Karnataka,Vijayanagara,Kharif,Deep Black Cotton Soil,6.8,8.2,"Paddy, Maize, Cotton, Groundnut, Sugarcane, Fig",karnataka|vijayanagara|kharif|deep black cotton soil
Karnataka,Vijayanagara,Rabi,Red Sandy,6.8,8.2,"Rabi Sorghum, Chickpea, Sunflower",karnataka|vijayanagara|rabi|red sandy
Karnataka,Vijayanagara,Rabi,Deep Black Cotton Soil,6.8,8.2,"Rabi Sorghum, Chickpea, Sunflower",karnataka|vijayanagara|rabi|deep black cotton soil
Karnataka,Vijayanagara,Zaid,Red Sandy,6.8,8.2,"Summer Groundnut, Watermelon, Vegetables",karnataka|vijayanagara|zaid|red sandy
Karnataka,Vijayanagara,Zaid,Deep Black Cotton Soil,6.8,8.2,"Summer Groundnut, Watermelon, Vegetables",karnataka|vijayanagara|zaid|deep black cotton soil
Karnataka,Vijayapura,Kharif,Deep Black Cotton Soil (Dryland Agriculture),7.2,8.6,"Sugarcane, Grapes, Pearl Millet, Pigeon Pea, Maize, Lime",karnataka|vijayapura|kharif|deep black cotton soil (dryland agriculture)
Karnataka,Vijayapura,Rabi,Deep Black Cotton Soil (Dryland Agriculture),7.2,8.6,"Rabi Sorghum (Maldandi Jowar), Chickpea, Wheat, Safflower",karnataka|vijayapura|rabi|deep black cotton soil (dryland agriculture)
Karnataka,Vijayapura,Zaid,Deep Black Cotton Soil (Dryland Agriculture),7.2,8.6,"Summer Groundnut, Watermelon, Fodder Crops",karnataka|vijayapura|zaid|deep black cotton soil (dryland agriculture)
Karnataka,Yadgir,Kharif,Deep Black Soil,7.0,8.4,"Paddy, Pigeon Pea, Cotton, Groundnut, Pearl Millet",karnataka|yadgir|kharif|deep black soil
Karnataka,Yadgir,Kharif,Red Sandy Soil,7.0,8.4,"Paddy, Pigeon Pea, Cotton, Groundnut, Pearl Millet",karnataka|yadgir|kharif|red sandy soil
Karnataka,Yadgir,Rabi,Deep Black Soil,7.0,8.4,"Chickpea, Rabi Sorghum, Sunflower, Wheat",karnataka|yadgir|rabi|deep black soil
Karnataka,Yadgir,Rabi,Red Sandy Soil,7.0,8.4,"Chickpea, Rabi Sorghum, Sunflower, Wheat",karnataka|yadgir|rabi|red sandy soil
Karnataka,Yadgir,Zaid,Deep Black Soil,7.0,8.4,"Summer Groundnut, Watermelon, Vegetables",karnataka|yadgir|zaid|deep black soil
Karnataka,Yadgir,Zaid,Red Sandy Soil,7.0,8.4,"Summer Groundnut, Watermelon, Vegetables",karnataka|yadgir|zaid|red sandy soil
Kerala,Alappuzha,Virippu (Kharif),Coastal Alluvial,4.5,6.0,"Paddy (Rice), Coconut, Banana, Tuber Crops (Tapioca)",kerala|alappuzha|virippu (kharif)|coastal alluvial
Kerala,Alappuzha,Virippu (Kharif),Acidic Kuttanad Peat/Muck Soil (Kari/Kayal),4.5,6.0,"Paddy (Rice), Coconut, Banana, Tuber Crops (Tapioca)",kerala|alappuzha|virippu (kharif)|acidic kuttanad peat/muck soil (kari/kayal)
Kerala,Alappuzha,Mundakan (Rabi),Coastal Alluvial,4.5,6.0,"Paddy, Vegetables, Pulses, Sweet Potato",kerala|alappuzha|mundakan (rabi)|coastal alluvial
Kerala,Alappuzha,Mundakan (Rabi),Acidic Kuttanad Peat/Muck Soil (Kari/Kayal),4.5,6.0,"Paddy, Vegetables, Pulses, Sweet Potato",kerala|alappuzha|mundakan (rabi)|acidic kuttanad peat/muck soil (kari/kayal)
Kerala,Alappuzha,Puncha (Summer/Zaid),Coastal Alluvial,4.5,6.0,"Puncha Paddy, Watermelon, Cucurbits, Sesame",kerala|alappuzha|puncha (summer/zaid)|coastal alluvial
Kerala,Alappuzha,Puncha (Summer/Zaid),Acidic Kuttanad Peat/Muck Soil (Kari/Kayal),4.5,6.0,"Puncha Paddy, Watermelon, Cucurbits, Sesame",kerala|alappuzha|puncha (summer/zaid)|acidic kuttanad peat/muck soil (kari/kayal)
Kerala,Ernakulam,Virippu (Kharif),Alluvial Silt Loam,5.0,6.2,"Paddy, Coconut, Pineapple, Rubber, Nutmeg, Banana",kerala|ernakulam|virippu (kharif)|alluvial silt loam
Kerala,Ernakulam,Virippu (Kharif),Acidic Laterite Soil,5.0,6.2,"Paddy, Coconut, Pineapple, Rubber, Nutmeg, Banana",kerala|ernakulam|virippu (kharif)|acidic laterite soil
Kerala,Ernakulam,Mundakan (Rabi),Alluvial Silt Loam,5.0,6.2,"Paddy, Vegetables, Pulses, Ginger",kerala|ernakulam|mundakan (rabi)|alluvial silt loam
Kerala,Ernakulam,Mundakan (Rabi),Acidic Laterite Soil,5.0,6.2,"Paddy, Vegetables, Pulses, Ginger",kerala|ernakulam|mundakan (rabi)|acidic laterite soil
Kerala,Ernakulam,Puncha (Summer/Zaid),Alluvial Silt Loam,5.0,6.2,"Puncha Paddy, Vegetables, Cowpea, Watermelon",kerala|ernakulam|puncha (summer/zaid)|alluvial silt loam
Kerala,Ernakulam,Puncha (Summer/Zaid),Acidic Laterite Soil,5.0,6.2,"Puncha Paddy, Vegetables, Cowpea, Watermelon",kerala|ernakulam|puncha (summer/zaid)|acidic laterite soil
Kerala,Idukki,Virippu (Kharif),High Range Organic Acidic Forest Soil,4.2,5.5,"Cardamom, Tea, Black Pepper, Coffee, Garlic, Elephant Foot Yam",kerala|idukki|virippu (kharif)|high range organic acidic forest soil
Kerala,Idukki,Mundakan (Rabi),High Range Organic Acidic Forest Soil,4.2,5.5,"Cool Season Vegetables (Cabbage, Carrot), Potato, Garlic",kerala|idukki|mundakan (rabi)|high range organic acidic forest soil
Kerala,Idukki,Puncha (Summer/Zaid),High Range Organic Acidic Forest Soil,4.2,5.5,"Spices, Summer Vegetables, Pulses",kerala|idukki|puncha (summer/zaid)|high range organic acidic forest soil
Kerala,Kannur,Virippu (Kharif),Red Lateritic Soil,4.8,6.0,"Coconut, Paddy, Rubber, Cashew, Arecanut, Pepper",kerala|kannur|virippu (kharif)|red lateritic soil
Kerala,Kannur,Virippu (Kharif),Coastal Alluvial,4.8,6.0,"Coconut, Paddy, Rubber, Cashew, Arecanut, Pepper",kerala|kannur|virippu (kharif)|coastal alluvial
Kerala,Kannur,Mundakan (Rabi),Red Lateritic Soil,4.8,6.0,"Paddy, Pulses, Vegetables, Black Gram",kerala|kannur|mundakan (rabi)|red lateritic soil
Kerala,Kannur,Mundakan (Rabi),Coastal Alluvial,4.8,6.0,"Paddy, Pulses, Vegetables, Black Gram",kerala|kannur|mundakan (rabi)|coastal alluvial
Kerala,Kannur,Puncha (Summer/Zaid),Red Lateritic Soil,4.8,6.0,"Puncha Paddy, Cucurbits, Sesame",kerala|kannur|puncha (summer/zaid)|red lateritic soil
Kerala,Kannur,Puncha (Summer/Zaid),Coastal Alluvial,4.8,6.0,"Puncha Paddy, Cucurbits, Sesame",kerala|kannur|puncha (summer/zaid)|coastal alluvial
Kerala,Kasaragod,Virippu (Kharif),Acidic Red Laterite,4.8,6.0,"Coconut, Arecanut, Cashew, Rubber, Paddy",kerala|kasaragod|virippu (kharif)|acidic red laterite
Kerala,Kasaragod,Virippu (Kharif),Coastal Sand,4.8,6.0,"Coconut, Arecanut, Cashew, Rubber, Paddy",kerala|kasaragod|virippu (kharif)|coastal sand
Kerala,Kasaragod,Mundakan (Rabi),Acidic Red Laterite,4.8,6.0,"Paddy, Vegetables, Pulses",kerala|kasaragod|mundakan (rabi)|acidic red laterite
Kerala,Kasaragod,Mundakan (Rabi),Coastal Sand,4.8,6.0,"Paddy, Vegetables, Pulses",kerala|kasaragod|mundakan (rabi)|coastal sand
Kerala,Kasaragod,Puncha (Summer/Zaid),Acidic Red Laterite,4.8,6.0,"Watermelon, Vegetables, Cowpea",kerala|kasaragod|puncha (summer/zaid)|acidic red laterite
Kerala,Kasaragod,Puncha (Summer/Zaid),Coastal Sand,4.8,6.0,"Watermelon, Vegetables, Cowpea",kerala|kasaragod|puncha (summer/zaid)|coastal sand
Kerala,Kollam,Virippu (Kharif),Lateritic Soil,4.8,6.0,"Paddy, Coconut, Rubber, Cashew, Tapioca, Pepper",kerala|kollam|virippu (kharif)|lateritic soil
Kerala,Kollam,Virippu (Kharif),Sandy Coastal Silt,4.8,6.0,"Paddy, Coconut, Rubber, Cashew, Tapioca, Pepper",kerala|kollam|virippu (kharif)|sandy coastal silt
Kerala,Kollam,Mundakan (Rabi),Lateritic Soil,4.8,6.0,"Paddy, Vegetables, Pulses, Tuber Crops",kerala|kollam|mundakan (rabi)|lateritic soil
Kerala,Kollam,Mundakan (Rabi),Sandy Coastal Silt,4.8,6.0,"Paddy, Vegetables, Pulses, Tuber Crops",kerala|kollam|mundakan (rabi)|sandy coastal silt
